country_name,country_text_id,COWcode,year,v2x_libdem,pred,residual
Qatar,QAT,694,2019,0.082,0.29036394722155867,-0.20836394722155865
Sudan,SDN,625,2019,0.066,0.2717811069552253,-0.20578110695522528
Comoros,COM,581,2019,0.129,0.3328997205277139,-0.20389972052771388
Togo,TGO,461,2019,0.193,0.3967122911790006,-0.20371229117900058
Egypt,EGY,651,2019,0.116,0.31968044287244357,-0.20368044287244358
United Arab Emirates,ARE,696,2019,0.09,0.2854313146404333,-0.1954313146404333
Uganda,UGA,500,2019,0.193,0.38628887569820336,-0.19328887569820336
Bahrain,BHR,692,2019,0.059,0.24825817209467238,-0.18925817209467238
Angola,AGO,540,2019,0.162,0.34223788582508624,-0.18023788582508624
Iran,IRN,630,2019,0.126,0.3025887770792134,-0.1765887770792134
China,CHN,710,2019,0.047,0.22329842810576842,-0.1762984281057684
Guinea,GIN,438,2019,0.141,0.31590129752344787,-0.17490129752344788
Afghanistan,AFG,700,2019,0.162,0.3365263281092604,-0.17452632810926041
Rwanda,RWA,517,2019,0.12,0.28345064663358255,-0.16345064663358255
Oman,OMN,698,2019,0.141,0.30225359153775155,-0.16125359153775157
Ethiopia,ETH,530,2019,0.158,0.3188750338205932,-0.16087503382059318
Eswatini,SWZ,572,2019,0.114,0.27389985242303744,-0.15989985242303745
Chad,TCD,483,2019,0.088,0.24749402675764245,-0.15949402675764246
Vietnam,VNM,816,2019,0.117,0.26801010992704133,-0.15101010992704134
Thailand,THA,800,2019,0.184,0.3314141776419832,-0.14741417764198322
Cambodia,KHM,811,2019,0.066,0.2038875851471765,-0.1378875851471765
Zimbabwe,ZWE,552,2019,0.202,0.3314141776419832,-0.1294141776419832
Cameroon,CMR,471,2019,0.116,0.23500195383587094,-0.11900195383587094
Madagascar,MDG,580,2019,0.248,0.3565030273178932,-0.10850302731789319
Saudi Arabia,SAU,670,2019,0.045,0.15140792186563806,-0.10640792186563806
Iraq,IRQ,645,2019,0.226,0.3314141776419832,-0.10541417764198321
Mozambique,MOZ,541,2019,0.255,0.35893171192294954,-0.10393171192294953
Mauritania,MRT,435,2019,0.186,0.2854313146404333,-0.09943131464043331
Haiti,HTI,41,2019,0.247,0.33987365643552764,-0.09287365643552764
Gabon,GAB,481,2019,0.201,0.2931856487005406,-0.09218564870054058
Fiji,FJI,950,2019,0.264,0.35186691776079826,-0.08786691776079825
Djibouti,DJI,522,2019,0.119,0.2059888056355933,-0.0869888056355933
Honduras,HND,91,2019,0.229,0.31275168326999164,-0.08375168326999163
Algeria,DZA,615,2019,0.153,0.2308196228484251,-0.07781962284842511
Burma/Myanmar,MMR,775,2019,0.246,0.3160321277492661,-0.0700321277492661
Ukraine,UKR,369,2019,0.318,0.3781072427506654,-0.06010724275066537
Singapore,SGP,830,2019,0.33,0.38888021208027784,-0.05888021208027783
Laos,LAO,812,2019,0.109,0.16761718654308583,-0.05861718654308583
Philippines,PHL,840,2019,0.28,0.3365263281092604,-0.05652632810926039
Poland,POL,290,2019,0.505,0.560873243874964,-0.05587324387496395
Jordan,JOR,663,2019,0.24,0.29036394722155867,-0.05036394722155868
North Macedonia,MKD,343,2019,0.411,0.45811295649137407,-0.04711295649137409
Colombia,COL,100,2019,0.511,0.5580694938087838,-0.04706949380878378
Tanzania,TZA,510,2019,0.325,0.36911634117036773,-0.04411634117036772
Central African Republic,CAF,482,2019,0.214,0.253808346601793,-0.03980834660179303
Libya,LBY,620,2019,0.148,0.173646840243931,-0.02564684024393102
Pakistan,PAK,770,2019,0.233,0.2531565687966338,-0.020156568796633773
Zambia,ZMB,551,2019,0.301,0.31241446952952323,-0.011414469529523241
Bhutan,BTN,760,2019,0.517,0.5239061892289003,-0.006906189228900295
Ivory Coast,CIV,437,2019,0.314,0.3188750338205932,-0.004875033820593178
Sierra Leone,SLE,451,2019,0.392,0.3944526977285898,-0.0024526977285898033
Mexico,MEX,70,2019,0.428,0.4283917101928408,-0.00039171019284078845
Indonesia,IDN,850,2019,0.459,0.4586630110769342,0.0003369889230658285
Sri Lanka,LKA,780,2019,0.439,0.43037527390578567,0.00862472609421433
Benin,BEN,434,2019,0.335,0.3188750338205932,0.01612496617940684
India,IND,750,2019,0.324,0.30649333043087607,0.017506669569123945
Papua New Guinea,PNG,910,2019,0.352,0.33441989312316633,0.017580106876833645
Dominican Republic,DOM,42,2019,0.34,0.3188750338205932,0.021124966179406846
Liberia,LBR,450,2019,0.412,0.3834412555157738,0.028558744484226184
Hungary,HUN,310,2019,0.364,0.3314141776419832,0.03258582235801677
The Gambia,GMB,420,2019,0.421,0.3821226974574131,0.03887730254258687
Kosovo,XKX,347,2019,0.497,0.4511530410855582,0.04584695891444179
Malaysia,MYS,820,2019,0.338,0.2854313146404333,0.052568685359566714
Paraguay,PRY,150,2019,0.42,0.36706970997744026,0.05293029002255972
Montenegro,MNE,341,2019,0.376,0.3188750338205932,0.05712496617940682
Nigeria,NGA,475,2019,0.36,0.30056097362446044,0.05943902637553955
Bosnia and Herzegovina,BIH,346,2019,0.338,0.269284588293129,0.06871541170687101
Brazil,BRA,140,2019,0.528,0.45853194049570123,0.0694680595042988
Malawi,MWI,553,2019,0.413,0.34049110187536547,0.07250889812463451
Maldives,MDV,781,2019,0.41,0.3365263281092604,0.07347367189073956
Guatemala,GTM,90,2019,0.415,0.3376355400717576,0.07736445992824237
Kenya,KEN,501,2019,0.402,0.3188750338205932,0.08312496617940685
El Salvador,SLV,92,2019,0.393,0.29877856745683457,0.09422143254316545
Lebanon,LBN,660,2019,0.276,0.18003558102119074,0.09596441897880928
Mali,MLI,432,2019,0.317,0.2137477319767675,0.10325226802323251
Albania,ALB,339,2019,0.426,0.3188750338205932,0.10712496617940681
Moldova,MDA,359,2019,0.445,0.3365263281092604,0.10847367189073959
Guyana,GUY,110,2019,0.426,0.31275168326999164,0.11324831673000835
Ecuador,ECU,130,2019,0.446,0.3314141776419832,0.11458582235801679
Mongolia,MNG,712,2019,0.54,0.41963761922520637,0.12036238077479366
Seychelles,SYC,591,2019,0.535,0.40971171261801775,0.12528828738198228
Bulgaria,BGR,355,2019,0.506,0.3702206382773082,0.13577936172269178
Ghana,GHA,452,2019,0.606,0.46573710089067255,0.14026289910932743
Nepal,NPL,790,2019,0.484,0.3365263281092604,0.14747367189073957
Niger,NER,436,2019,0.401,0.25045318827976365,0.15054681172023637
Guinea-Bissau,GNB,404,2019,0.327,0.17281439034887164,0.15418560965112837
Burkina Faso,BFA,439,2019,0.477,0.3188750338205932,0.1581249661794068
Panama,PAN,95,2019,0.535,0.37492223485848764,0.1600777651415124
Kuwait,KWT,690,2019,0.288,0.12648782751074786,0.16151217248925212
Georgia,GEO,372,2019,0.48,0.31261668098147755,0.16738331901852244
Barbados,BRB,53,2019,0.668,0.494271695799663,0.17372830420033702
Lesotho,LSO,570,2019,0.488,0.3047498221453643,0.1832501778546357
Solomon Islands,SLB,940,2019,0.503,0.31261668098147755,0.19038331901852246
Timor-Leste,TLS,860,2019,0.517,0.3188750338205932,0.19812496617940684
Argentina,ARG,160,2019,0.618,0.4174984602442587,0.2005015397557413
Namibia,NAM,565,2019,0.512,0.3106474306225728,0.20135256937742724
Romania,ROU,360,2019,0.555,0.343783441082469,0.21121655891753105
Botswana,BWA,571,2019,0.56,0.34191137476615086,0.2180886252338492
Sao Tome and Principe,STP,403,2019,0.556,0.31275168326999164,0.2432483167300084
Slovakia,SVK,317,2019,0.737,0.4820700425497072,0.2549299574502928
South Africa,ZAF,560,2019,0.623,0.3638705619570165,0.2591294380429835
Senegal,SEN,433,2019,0.543,0.2651231340146057,0.27787686598539435
Armenia,ARM,371,2019,0.62,0.3314141776419832,0.2885858223580168
Malta,MLT,338,2019,0.569,0.2797762052241347,0.28922379477586524
Croatia,HRV,344,2019,0.617,0.3188750338205932,0.2981249661794068
Chile,CHL,155,2019,0.761,0.46080390679545324,0.30019609320454677
Israel,ISR,666,2019,0.623,0.31009820847053216,0.31290179152946784
Austria,AUT,305,2019,0.793,0.4744574756483452,0.31854252435165487
Mauritius,MUS,590,2019,0.595,0.26231338929248404,0.33268661070751593
Greece,GRC,350,2019,0.763,0.4208256249433341,0.3421743750566659
Slovenia,SVN,349,2019,0.743,0.3964572407054082,0.3465427592945918
Peru,PER,135,2019,0.694,0.3365263281092604,0.35747367189073953
Vanuatu,VUT,935,2019,0.662,0.3018680959111425,0.36013190408885754
Czechia,CZE,316,2019,0.699,0.33523076541549673,0.3637692345845032
Cyprus,CYP,352,2019,0.71,0.34566622328395913,0.36433377671604084
Switzerland,CHE,225,2019,0.86,0.4953456971075287,0.3646543028924713
Japan,JPN,740,2019,0.753,0.3853080470354098,0.36769195296459023
Cape Verde,CPV,402,2019,0.707,0.3365263281092604,0.37047367189073954
Trinidad and Tobago,TTO,52,2019,0.676,0.28848504064105396,0.3875149593589461
Iceland,ISL,395,2019,0.784,0.38258449613592516,0.4014155038640749
United States of America,USA,2,2019,0.74,0.3065129235015046,0.4334870764984954
Lithuania,LTU,368,2019,0.756,0.3188750338205932,0.4371249661794068
Suriname,SUR,115,2019,0.583,0.14428747788608048,0.4387125221139195
Taiwan,TWN,713,2019,0.725,0.2854313146404333,0.43956868535956667
Jamaica,JAM,51,2019,0.703,0.24994749347412776,0.4530525065258722
Ireland,IRL,205,2019,0.822,0.36168828383979484,0.4603117161602051
Spain,ESP,230,2019,0.804,0.3365263281092604,0.46747367189073963
Italy,ITA,325,2019,0.777,0.30649333043087607,0.47050666956912396
South Korea,KOR,732,2019,0.777,0.2970812438955623,0.47991875610443774
Latvia,LVA,367,2019,0.741,0.2605314342916575,0.4804685657083425
Portugal,PRT,235,2019,0.82,0.3365263281092604,0.48347367189073953
Estonia,EST,366,2019,0.848,0.3586576237255483,0.48934237627445165
France,FRA,220,2019,0.793,0.3018680959111425,0.49113190408885754
Australia,AUS,900,2019,0.779,0.2854313146404333,0.4935686853595667
Luxembourg,LUX,212,2019,0.788,0.29036394722155867,0.49763605277844136
Finland,FIN,375,2019,0.842,0.3365263281092604,0.5054736718907396
Costa Rica,CRI,94,2019,0.842,0.3344448620339119,0.5075551379660881
Sweden,SWE,380,2019,0.866,0.3487682097433621,0.5172317902566379
Canada,CAN,20,2019,0.763,0.2456343494199085,0.5173656505800915
Uruguay,URY,165,2019,0.836,0.301217526231248,0.534782473768752
Belgium,BEL,211,2019,0.837,0.29036394722155867,0.5466360527784413
Netherlands,NLD,210,2019,0.819,0.24710665079531646,0.5718933492046835
New Zealand,NZL,920,2019,0.831,0.23339111004291324,0.5976088899570867
Denmark,DNK,390,2019,0.886,0.22275014146085853,0.6632498585391415
Nicaragua,NIC,93,2020,0.045,0.5094611883985773,-0.46446118839857736
Eritrea,ERI,531,2020,0.01,0.45257000064406344,-0.44257000064406343
Belarus,BLR,370,2020,0.045,0.417755055431705,-0.372755055431705
Cuba,CUB,40,2020,0.06,0.39078199522515017,-0.33078199522515017
Bolivia,BOL,145,2020,0.209,0.5360607420113018,-0.32706074201130186
Azerbaijan,AZE,373,2020,0.064,0.3800560181461915,-0.3160560181461915
Venezuela,VEN,101,2020,0.056,0.3616559109854486,-0.3056559109854486
Tajikistan,TJK,702,2020,0.041,0.3451903553150946,-0.30419035531509464
Kyrgyzstan,KGZ,703,2020,0.255,0.528845420069508,-0.27384542006950796
North Korea,PRK,731,2020,0.014,0.28384896817140964,-0.26984896817140963
Sudan,SDN,625,2020,0.054,0.3137929600180471,-0.2597929600180471
Democratic Republic of the Congo,COD,490,2020,0.152,0.40257812057233777,-0.25057812057233775
Russia,RUS,365,2020,0.097,0.33718525259787463,-0.24018525259787463
Republic of the Congo,COG,484,2020,0.118,0.34971407164758833,-0.23171407164758834
Algeria,DZA,615,2020,0.152,0.3822454383011154,-0.2302454383011154
Guinea,GIN,438,2020,0.113,0.3398424538226208,-0.2268424538226208
Morocco,MAR,600,2020,0.238,0.4594896317290954,-0.22148963172909542
Bangladesh,BGD,771,2020,0.094,0.30649333043087607,-0.21249333043087607
Kazakhstan,KAZ,705,2020,0.117,0.32828356277180537,-0.21128356277180538
Equatorial Guinea,GNQ,411,2020,0.051,0.2615057125498496,-0.21050571254984962
Comoros,COM,581,2020,0.124,0.3328997205277139,-0.20889972052771388
Qatar,QAT,694,2020,0.083,0.29036394722155867,-0.20736394722155865
Uzbekistan,UZB,704,2020,0.083,0.29036394722155867,-0.20736394722155865
Türkiye,TUR,640,2020,0.115,0.3188750338205932,-0.2038750338205932
Egypt,EGY,651,2020,0.117,0.31968044287244357,-0.20268044287244358
United Arab Emirates,ARE,696,2020,0.09,0.2854313146404333,-0.1954313146404333
Uganda,UGA,500,2020,0.192,0.38628887569820336,-0.19428887569820336
Bahrain,BHR,692,2020,0.062,0.24825817209467238,-0.18625817209467238
Iran,IRN,630,2020,0.119,0.3025887770792134,-0.1835887770792134
Angola,AGO,540,2020,0.16,0.34223788582508624,-0.18223788582508624
China,CHN,710,2020,0.042,0.22329842810576842,-0.1812984281057684
Afghanistan,AFG,700,2020,0.167,0.3365263281092604,-0.1695263281092604
Ethiopia,ETH,530,2020,0.152,0.3188750338205932,-0.16687503382059318
Oman,OMN,698,2020,0.137,0.30225359153775155,-0.16525359153775154
Togo,TGO,461,2020,0.233,0.3967122911790006,-0.16371229117900057
Rwanda,RWA,517,2020,0.12,0.28345064663358255,-0.16345064663358255
Vietnam,VNM,816,2020,0.106,0.26801010992704133,-0.16201010992704135
Chad,TCD,483,2020,0.088,0.24749402675764245,-0.15949402675764246
Eswatini,SWZ,572,2020,0.115,0.27389985242303744,-0.15889985242303745
Thailand,THA,800,2020,0.187,0.3314141776419832,-0.14441417764198322
Cambodia,KHM,811,2020,0.063,0.2038875851471765,-0.1408875851471765
Zimbabwe,ZWE,552,2020,0.192,0.3314141776419832,-0.13941417764198322
Mozambique,MOZ,541,2020,0.238,0.35893171192294954,-0.12093171192294955
Iraq,IRQ,645,2020,0.212,0.3314141776419832,-0.11941417764198323
Cameroon,CMR,471,2020,0.123,0.23500195383587094,-0.11200195383587094
Poland,POL,290,2020,0.45,0.560873243874964,-0.11087324387496394
Madagascar,MDG,580,2020,0.246,0.3565030273178932,-0.11050302731789319
Saudi Arabia,SAU,670,2020,0.045,0.15140792186563806,-0.10640792186563806
Haiti,HTI,41,2020,0.237,0.33987365643552764,-0.10287365643552765
Gabon,GAB,481,2020,0.196,0.2931856487005406,-0.09718564870054058
Djibouti,DJI,522,2020,0.119,0.2059888056355933,-0.0869888056355933
Honduras,HND,91,2020,0.233,0.31275168326999164,-0.07975168326999163
Mauritania,MRT,435,2020,0.206,0.2854313146404333,-0.07943131464043332
Fiji,FJI,950,2020,0.276,0.35186691776079826,-0.07586691776079824
Laos,LAO,812,2020,0.094,0.16761718654308583,-0.07361718654308583
Philippines,PHL,840,2020,0.27,0.3365263281092604,-0.0665263281092604
Burma/Myanmar,MMR,775,2020,0.252,0.3160321277492661,-0.06403212774926609
Colombia,COL,100,2020,0.496,0.5580694938087838,-0.06206949380878379
North Macedonia,MKD,343,2020,0.4,0.45811295649137407,-0.058112956491374046
Ivory Coast,CIV,437,2020,0.261,0.3188750338205932,-0.05787503382059317
Singapore,SGP,830,2020,0.332,0.38888021208027784,-0.056880212080277825
Ukraine,UKR,369,2020,0.325,0.3781072427506654,-0.05310724275066536
Central African Republic,CAF,482,2020,0.201,0.253808346601793,-0.05280834660179301
Sri Lanka,LKA,780,2020,0.379,0.43037527390578567,-0.05137527390578567
Jordan,JOR,663,2020,0.24,0.29036394722155867,-0.05036394722155868
Indonesia,IDN,850,2020,0.411,0.4586630110769342,-0.047663011076934214
Tanzania,TZA,510,2020,0.33,0.36911634117036773,-0.03911634117036772
Benin,BEN,434,2020,0.284,0.3188750338205932,-0.034875033820593204
Libya,LBY,620,2020,0.145,0.173646840243931,-0.02864684024393102
Mexico,MEX,70,2020,0.406,0.4283917101928408,-0.022391710192840752
Zambia,ZMB,551,2020,0.292,0.31241446952952323,-0.02041446952952325
India,IND,750,2020,0.292,0.30649333043087607,-0.014493330430876084
Bhutan,BTN,760,2020,0.515,0.5239061892289003,-0.008906189228900296
Pakistan,PAK,770,2020,0.253,0.2531565687966338,-0.00015656879663378254
El Salvador,SLV,92,2020,0.316,0.29877856745683457,0.017221432543165438
Hungary,HUN,310,2020,0.351,0.3314141776419832,0.019585822358016758
The Gambia,GMB,420,2020,0.403,0.3821226974574131,0.020877302542586906
Malaysia,MYS,820,2020,0.307,0.2854313146404333,0.021568685359566686
Papua New Guinea,PNG,910,2020,0.359,0.33441989312316633,0.02458010687683365
Sierra Leone,SLE,451,2020,0.426,0.3944526977285898,0.03154730227141017
Liberia,LBR,450,2020,0.419,0.3834412555157738,0.03555874448422619
Kosovo,XKX,347,2020,0.493,0.4511530410855582,0.04184695891444179
Nigeria,NGA,475,2020,0.349,0.30056097362446044,0.04843902637553954
Paraguay,PRY,150,2020,0.42,0.36706970997744026,0.05293029002255972
Mali,MLI,432,2020,0.254,0.1934708959595669,0.0605291040404331
Guatemala,GTM,90,2020,0.402,0.3376355400717576,0.06436445992824241
Bosnia and Herzegovina,BIH,346,2020,0.335,0.269284588293129,0.06571541170687101
Guyana,GUY,110,2020,0.386,0.31275168326999164,0.07324831673000837
Brazil,BRA,140,2020,0.534,0.45853194049570123,0.0754680595042988
Montenegro,MNE,341,2020,0.395,0.3188750338205932,0.07612496617940684
Kenya,KEN,501,2020,0.404,0.3188750338205932,0.08512496617940685
Maldives,MDV,781,2020,0.429,0.3365263281092604,0.09247367189073957
Lebanon,LBN,660,2020,0.274,0.18003558102119074,0.09396441897880928
Mongolia,MNG,712,2020,0.523,0.41963761922520637,0.10336238077479365
Malawi,MWI,553,2020,0.462,0.34049110187536547,0.12150889812463456
Albania,ALB,339,2020,0.442,0.3188750338205932,0.12312496617940683
Dominican Republic,DOM,42,2020,0.449,0.3188750338205932,0.13012496617940683
Bulgaria,BGR,355,2020,0.501,0.3702206382773082,0.13077936172269178
Ghana,GHA,452,2020,0.604,0.46573710089067255,0.13826289910932743
Nepal,NPL,790,2020,0.477,0.3365263281092604,0.14047367189073956
Botswana,BWA,571,2020,0.484,0.34191137476615086,0.14208862523384913
Ecuador,ECU,130,2020,0.481,0.3314141776419832,0.14958582235801676
Niger,NER,436,2020,0.401,0.25045318827976365,0.15054681172023637
Guinea-Bissau,GNB,404,2020,0.328,0.17281439034887164,0.15518560965112838
Kuwait,KWT,690,2020,0.282,0.12648782751074786,0.15551217248925212
Georgia,GEO,372,2020,0.47,0.31261668098147755,0.15738331901852243
Panama,PAN,95,2020,0.533,0.37492223485848764,0.1580777651415124
Seychelles,SYC,591,2020,0.575,0.40971171261801775,0.1652882873819822
Burkina Faso,BFA,439,2020,0.486,0.3188750338205932,0.1671249661794068
Timor-Leste,TLS,860,2020,0.492,0.3188750338205932,0.17312496617940681
Solomon Islands,SLB,940,2020,0.494,0.31261668098147755,0.18138331901852245
Moldova,MDA,359,2020,0.518,0.3365263281092604,0.1814736718907396
Mauritius,MUS,590,2020,0.451,0.26231338929248404,0.18868661070751597
Barbados,BRB,53,2020,0.692,0.494271695799663,0.19772830420033694
Lesotho,LSO,570,2020,0.505,0.3047498221453643,0.20025017785463572
Namibia,NAM,565,2020,0.516,0.3106474306225728,0.20535256937742724
Argentina,ARG,160,2020,0.634,0.4174984602442587,0.21650153975574132
South Africa,ZAF,560,2020,0.604,0.3638705619570165,0.24012943804298348
Sao Tome and Principe,STP,403,2020,0.557,0.31275168326999164,0.2442483167300084
Armenia,ARM,371,2020,0.576,0.3314141776419832,0.24458582235801674
Greece,GRC,350,2020,0.669,0.4208256249433341,0.24817437505666595
Slovenia,SVN,349,2020,0.665,0.3964572407054082,0.2685427592945918
Slovakia,SVK,317,2020,0.757,0.4820700425497072,0.2749299574502928
Senegal,SEN,433,2020,0.563,0.2651231340146057,0.29787686598539426
Chile,CHL,155,2020,0.766,0.46080390679545324,0.30519609320454677
Austria,AUT,305,2020,0.786,0.4744574756483452,0.31154252435165486
Malta,MLT,338,2020,0.605,0.28970102767716027,0.3152989723228397
Croatia,HRV,344,2020,0.647,0.3188750338205932,0.32812496617940684
Israel,ISR,666,2020,0.639,0.31009820847053216,0.32890179152946786
Romania,ROU,360,2020,0.676,0.343783441082469,0.33221655891753105
Cyprus,CYP,352,2020,0.691,0.34566622328395913,0.3453337767160408
Japan,JPN,740,2020,0.742,0.3853080470354098,0.3566919529645902
Vanuatu,VUT,935,2020,0.659,0.3018680959111425,0.35713190408885753
Switzerland,CHE,225,2020,0.856,0.4953456971075287,0.3606543028924713
Cape Verde,CPV,402,2020,0.701,0.3365263281092604,0.36447367189073954
Peru,PER,135,2020,0.706,0.3365263281092604,0.36947367189073954
Czechia,CZE,316,2020,0.709,0.33523076541549673,0.37376923458450323
Trinidad and Tobago,TTO,52,2020,0.672,0.28848504064105396,0.3835149593589461
Iceland,ISL,395,2020,0.784,0.38258449613592516,0.4014155038640749
Lithuania,LTU,368,2020,0.745,0.3188750338205932,0.4261249661794068
United States of America,USA,2,2020,0.734,0.3065129235015046,0.4274870764984954
Taiwan,TWN,713,2020,0.719,0.2854313146404333,0.43356868535956666
Spain,ESP,230,2020,0.786,0.3365263281092604,0.4494736718907396
Jamaica,JAM,51,2020,0.702,0.24994749347412776,0.4520525065258722
Ireland,IRL,205,2020,0.824,0.36168828383979484,0.4623117161602051
Italy,ITA,325,2020,0.774,0.30649333043087607,0.46750666956912396
Portugal,PRT,235,2020,0.806,0.3365263281092604,0.46947367189073963
Latvia,LVA,367,2020,0.737,0.2605314342916575,0.4764685657083425
Estonia,EST,366,2020,0.842,0.3586576237255483,0.48334237627445165
Suriname,SUR,115,2020,0.628,0.14428747788608048,0.4837125221139195
South Korea,KOR,732,2020,0.782,0.2970812438955623,0.48491875610443774
France,FRA,220,2020,0.789,0.3018680959111425,0.48713190408885754
Luxembourg,LUX,212,2020,0.786,0.29036394722155867,0.49563605277844136
Canada,CAN,20,2020,0.745,0.2456343494199085,0.4993656505800915
Australia,AUS,900,2020,0.79,0.2854313146404333,0.5045686853595668
Uruguay,URY,165,2020,0.808,0.301217526231248,0.5067824737687521
Finland,FIN,375,2020,0.844,0.3365263281092604,0.5074736718907396
Costa Rica,CRI,94,2020,0.844,0.3344448620339119,0.5095551379660881
Sweden,SWE,380,2020,0.868,0.3487682097433621,0.5192317902566379
Belgium,BEL,211,2020,0.826,0.29036394722155867,0.5356360527784413
Netherlands,NLD,210,2020,0.813,0.24710665079531646,0.5658933492046835
New Zealand,NZL,920,2020,0.826,0.23339111004291324,0.5926088899570867
Denmark,DNK,390,2020,0.882,0.22275014146085853,0.6592498585391415
Nicaragua,NIC,93,2021,0.034,0.5094611883985773,-0.4754611883985773
Eritrea,ERI,531,2021,0.01,0.45257000064406344,-0.44257000064406343
Belarus,BLR,370,2021,0.035,0.417755055431705,-0.38275505543170496
Cuba,CUB,40,2021,0.056,0.39078199522515017,-0.3347819952251502
Azerbaijan,AZE,373,2021,0.066,0.3800560181461915,-0.3140560181461915
Tajikistan,TJK,702,2021,0.039,0.3451903553150946,-0.30619035531509464
Venezuela,VEN,101,2021,0.056,0.3616559109854486,-0.3056559109854486
Burma/Myanmar,MMR,775,2021,0.02,0.3160321277492661,-0.29603212774926607
Afghanistan,AFG,700,2021,0.041,0.3365263281092604,-0.29552632810926044
North Korea,PRK,731,2021,0.014,0.28384896817140964,-0.26984896817140963
Sudan,SDN,625,2021,0.051,0.3137929600180471,-0.2627929600180471
Democratic Republic of the Congo,COD,490,2021,0.14,0.40257812057233777,-0.26257812057233776
Algeria,DZA,615,2021,0.139,0.3822454383011154,-0.2432454383011154
Russia,RUS,365,2021,0.094,0.33718525259787463,-0.24318525259787463
Guinea,GIN,438,2021,0.098,0.3398424538226208,-0.2418424538226208
Republic of the Congo,COG,484,2021,0.116,0.34971407164758833,-0.23371407164758834
Morocco,MAR,600,2021,0.24,0.4594896317290954,-0.2194896317290954
Bangladesh,BGD,771,2021,0.092,0.30649333043087607,-0.21449333043087607
Uzbekistan,UZB,704,2021,0.078,0.29036394722155867,-0.21236394722155866
Iran,IRN,630,2021,0.091,0.3025887770792134,-0.2115887770792134
Equatorial Guinea,GNQ,411,2021,0.051,0.2615057125498496,-0.21050571254984962
Qatar,QAT,694,2021,0.081,0.29036394722155867,-0.20936394722155865
Comoros,COM,581,2021,0.124,0.3328997205277139,-0.20889972052771388
Kazakhstan,KAZ,705,2021,0.121,0.32828356277180537,-0.20728356277180537
Uganda,UGA,500,2021,0.18,0.38628887569820336,-0.20628887569820337
Türkiye,TUR,640,2021,0.113,0.3188750338205932,-0.2058750338205932
Egypt,EGY,651,2021,0.116,0.31968044287244357,-0.20368044287244358
United Arab Emirates,ARE,696,2021,0.084,0.2854313146404333,-0.2014313146404333
Angola,AGO,540,2021,0.151,0.34223788582508624,-0.19123788582508625
Bahrain,BHR,692,2021,0.063,0.24825817209467238,-0.18525817209467238
Ethiopia,ETH,530,2021,0.136,0.3188750338205932,-0.18287503382059317
Togo,TGO,461,2021,0.214,0.3967122911790006,-0.1827122911790006
China,CHN,710,2021,0.044,0.22329842810576842,-0.1792984281057684
Eswatini,SWZ,572,2021,0.095,0.27389985242303744,-0.17889985242303744
Bolivia,BOL,145,2021,0.362,0.5360607420113018,-0.17406074201130184
Rwanda,RWA,517,2021,0.11,0.28345064663358255,-0.17345064663358256
Vietnam,VNM,816,2021,0.109,0.26801010992704133,-0.15901010992704134
Cambodia,KHM,811,2021,0.059,0.2038875851471765,-0.1448875851471765
Thailand,THA,800,2021,0.187,0.3314141776419832,-0.14441417764198322
El Salvador,SLV,92,2021,0.156,0.29877856745683457,-0.14277856745683457
Zimbabwe,ZWE,552,2021,0.194,0.3314141776419832,-0.13741417764198322
Poland,POL,290,2021,0.424,0.560873243874964,-0.13687324387496397
Haiti,HTI,41,2021,0.204,0.33987365643552764,-0.13587365643552765
Madagascar,MDG,580,2021,0.237,0.3565030273178932,-0.1195030273178932
Mozambique,MOZ,541,2021,0.244,0.35893171192294954,-0.11493171192294954
Cameroon,CMR,471,2021,0.121,0.23500195383587094,-0.11400195383587094
Iraq,IRQ,645,2021,0.218,0.3314141776419832,-0.11341417764198322
Saudi Arabia,SAU,670,2021,0.045,0.15140792186563806,-0.10640792186563806
Gabon,GAB,481,2021,0.199,0.2931856487005406,-0.09418564870054058
Mauritania,MRT,435,2021,0.195,0.2854313146404333,-0.0904313146404333
Djibouti,DJI,522,2021,0.12,0.2059888056355933,-0.0859888056355933
Ivory Coast,CIV,437,2021,0.233,0.3188750338205932,-0.08587503382059317
Fiji,FJI,950,2021,0.269,0.35186691776079826,-0.08286691776079824
Central African Republic,CAF,482,2021,0.176,0.253808346601793,-0.07780834660179303
North Macedonia,MKD,343,2021,0.389,0.45811295649137407,-0.06911295649137406
Philippines,PHL,840,2021,0.271,0.3365263281092604,-0.0655263281092604
Honduras,HND,91,2021,0.248,0.31275168326999164,-0.06475168326999164
Laos,LAO,812,2021,0.104,0.16761718654308583,-0.06361718654308583
Indonesia,IDN,850,2021,0.398,0.4586630110769342,-0.06066301107693417
Singapore,SGP,830,2021,0.329,0.38888021208027784,-0.05988021208027783
Colombia,COL,100,2021,0.499,0.5580694938087838,-0.05906949380878379
Mexico,MEX,70,2021,0.371,0.4283917101928408,-0.057391710192840784
Ukraine,UKR,369,2021,0.323,0.3781072427506654,-0.055107242750665364
Benin,BEN,434,2021,0.271,0.3188750338205932,-0.04787503382059316
Tanzania,TZA,510,2021,0.324,0.36911634117036773,-0.045116341170367724
Libya,LBY,620,2021,0.129,0.173646840243931,-0.04464684024393101
Bhutan,BTN,760,2021,0.482,0.5239061892289003,-0.041906189228900326
Jordan,JOR,663,2021,0.249,0.29036394722155867,-0.04136394722155867
