country_name,country_text_id,COWcode,year,v2x_polyarchy,dem_culture,pred_const,gap_const,pred_culture,gap_culture
Albania,ALB,339,2017,0.536,5.0,0.536562573034298,-0.000562573034297964,0.543336734365824,-0.007336734365823938
Russia,RUS,365,2017,0.261,2.5,0.5873053814153478,-0.3263053814153478,0.2665780218272028,-0.005578021827202795
Burma/Myanmar,MMR,775,2017,0.402,5.63,0.5155844735296894,-0.11358447352968937,0.40371419728373237,-0.0017141972837323438
Philippines,PHL,840,2017,0.469,4.38,0.5531108193381219,-0.08411081933812192,0.46987207054854374,-0.0008720705485437685
Tanzania,TZA,510,2017,0.401,5.63,0.5080501106477744,-0.10705011064777437,0.3983638124726779,0.0026361875273221425
Argentina,ARG,160,2017,0.751,6.88,0.650744153943499,0.10025584605650095,0.7474539331649347,0.003546066835065309
Lesotho,LSO,570,2017,0.501,5.63,0.5937431603323873,-0.09274316033238728,0.4913807648120999,0.009619235187900088
North Macedonia,MKD,343,2017,0.548,3.75,0.5992678650584516,-0.0512678650584516,0.5290027369426895,0.01899726305731053
Spain,ESP,230,2017,0.835,7.5,0.5874993559998767,0.24750064400012328,0.8039315124255775,0.031068487574422488
Kuwait,KWT,690,2017,0.326,4.38,0.5080501106477744,-0.18205011064777438,0.2921831458285029,0.0338168541714971
Guinea-Bissau,GNB,404,2017,0.49,3.13,0.529028210152383,-0.039028210152383,0.442104088228231,0.047895911771768995
Lebanon,LBN,660,2017,0.47,5.63,0.662538339249234,-0.19253833924923403,0.4205748838581949,0.04942511614180506
Japan,JPN,740,2017,0.821,7.5,0.5198643598949513,0.3011356401050487,0.7637480475201548,0.05725195247984516
Nigeria,NGA,475,2017,0.556,3.75,0.6079611572177348,-0.051961157217734755,0.4943150486612979,0.061684951338702165
Madagascar,MDG,580,2017,0.478,5.63,0.38269269422592045,0.09530730577407953,0.41113838077513576,0.06686161922486422
Iceland,ISL,395,2017,0.861,10.0,0.48272976220018615,0.37827023779981384,0.7925665283306074,0.06843347166939262
Netherlands,NLD,210,2017,0.878,8.13,0.6385686387755483,0.23943136122445174,0.8092645981234549,0.06873540187654514
Bolivia,BOL,145,2017,0.609,3.75,0.536562573034298,0.07243742696570199,0.5351313852060966,0.07386861479390339
Paraguay,PRY,150,2017,0.596,4.38,0.5066378776465069,0.08936212235349306,0.5219680830430529,0.07403191695694711
Sweden,SWE,380,2017,0.914,10.0,0.5545431164348003,0.3594568835651998,0.8396865630724247,0.0743134369275753
India,IND,750,2017,0.488,5.63,0.4064385979001624,0.08156140209983759,0.40858627627238103,0.07941372372761896
Cape Verde,CPV,402,2017,0.797,6.88,0.5198643598949513,0.27713564010504876,0.7170507887210009,0.07994921127899912
Bhutan,BTN,760,2017,0.571,4.38,0.5198643598949513,0.051135640105048674,0.4850127094840729,0.08598729051592707
Ivory Coast,CIV,437,2017,0.539,5.63,0.4032588700020793,0.13574112999792076,0.4520998188070894,0.08690018119291065
Canada,CAN,20,2017,0.839,8.75,0.5080501106477744,0.3309498893522256,0.7450710460616803,0.09392895393831968
Ecuador,ECU,130,2017,0.552,4.38,0.5067661566645679,0.04523384333543212,0.457567369176913,0.09443263082308706
Pakistan,PAK,770,2017,0.419,2.5,0.4096168752887126,0.009383124711287383,0.31412960601055195,0.10487039398944803
Finland,FIN,375,2017,0.873,8.75,0.529028210152383,0.343971789847617,0.7671971966440395,0.10580280335596048
Uruguay,URY,165,2017,0.89,7.5,0.5131696790048454,0.37683032099515457,0.7835815526259071,0.1064184473740929
South Korea,KOR,732,2017,0.852,7.5,0.529028210152383,0.322971789847617,0.7450885438201708,0.10691145617982922
Dominican Republic,DOM,42,2017,0.559,5.63,0.4155619309712243,0.14343806902877576,0.4516223142911139,0.10737768570888617
Denmark,DNK,390,2017,0.918,9.38,0.6289549377272677,0.2890450622727323,0.8082181808686784,0.10978181913132168
Guatemala,GTM,90,2017,0.621,5.0,0.5068262315159098,0.11417376848409022,0.511165310760555,0.10983468923944495
Chile,CHL,155,2017,0.889,7.5,0.5714538413414393,0.31754615865856073,0.7769474242526835,0.11205257574731653
New Zealand,NZL,920,2017,0.879,8.13,0.4987835985188692,0.3802164014811308,0.766743425757946,0.11225657424205404
Liberia,LBR,450,2017,0.62,5.0,0.5198643598949513,0.10013564010504872,0.5077376035615869,0.11226239643841307
Mexico,MEX,70,2017,0.638,4.38,0.47286844361202757,0.16513155638797244,0.5213267331769503,0.11667326682304968
Colombia,COL,100,2017,0.68,5.0,0.6168123488145469,0.06318765118545311,0.5574192179275615,0.1225807820724385
Australia,AUS,900,2017,0.871,8.75,0.5497295609201298,0.3212704390798702,0.7456156935878736,0.1253843064121264
Latvia,LVA,367,2017,0.833,6.88,0.6558071807931382,0.1771928192068618,0.6988780576247714,0.13412194237522856
Sri Lanka,LKA,780,2017,0.591,6.25,0.5080501106477744,0.08294988935222558,0.45629507825065485,0.13470492174934512
Luxembourg,LUX,212,2017,0.874,8.75,0.35896062292412634,0.5150393770758737,0.7384877270546982,0.13551227294530177
Switzerland,CHE,225,2017,0.902,9.38,0.536562573034298,0.36543742696570203,0.7645654821082445,0.13743451789175554
Poland,POL,290,2017,0.698,4.38,0.5933017818231201,0.10469821817687985,0.5564277399981902,0.14157226000180978
Italy,ITA,325,2017,0.87,8.13,0.4270184372413013,0.4429815627586987,0.7252142060308706,0.14478579396912938
Nepal,NPL,790,2017,0.66,5.63,0.49959399006812416,0.16040600993187587,0.512521944757831,0.14747805524216906
Austria,AUT,305,2017,0.851,6.88,0.5198643598949513,0.3311356401050487,0.7009935738197014,0.15000642618029858
El Salvador,SLV,92,2017,0.672,5.0,0.5131696790048454,0.1588303209951546,0.5176746485070454,0.15432535149295468
Ireland,IRL,205,2017,0.887,10.0,0.5080501106477744,0.3789498893522256,0.7316149885570263,0.15538501144297368
Jamaica,JAM,51,2017,0.811,6.88,0.5076331236176064,0.3033668763823937,0.6515894303323658,0.15941056966763423
Burkina Faso,BFA,439,2017,0.683,5.63,0.5597580373939004,0.12324196260609965,0.5194553409272638,0.1635446590727363
Niger,NER,436,2017,0.542,4.38,0.42555869557712006,0.11644130442287998,0.37709868544665215,0.1649013145533479
Mongolia,MNG,712,2017,0.661,5.0,0.5616266021965172,0.09937339780348287,0.4847268920241448,0.17627310797585521
Romania,ROU,360,2017,0.695,4.38,0.536562573034298,0.15843742696570196,0.5179425897039315,0.17705741029606847
Bulgaria,BGR,355,2017,0.624,4.38,0.545389815994511,0.07861018400548903,0.4469423656572562,0.1770576343427438
Cyprus,CYP,352,2017,0.84,6.88,0.5288781372901814,0.31112186270981856,0.6577669369613574,0.18223306303864262
Czechia,CZE,316,2017,0.833,6.88,0.549841564862796,0.28315843513720396,0.6441828009468336,0.1888171990531664
Guyana,GUY,110,2017,0.66,4.38,0.529028210152383,0.13097178984761704,0.46983170201524216,0.19016829798475787
Benin,BEN,434,2017,0.713,5.63,0.5131696790048454,0.19983032099515452,0.5189863501802574,0.19401364981974256
Indonesia,IDN,850,2017,0.627,5.63,0.5246202255661777,0.10237977443382229,0.4329639059309678,0.19403609406903222
Ghana,GHA,452,2017,0.739,6.25,0.46373832279598115,0.27526167720401884,0.535140214642085,0.20385978535791494
Greece,GRC,350,2017,0.868,6.88,0.545753980800654,0.32224601919934603,0.6558091851268292,0.21219081487317082
Costa Rica,CRI,94,2017,0.898,6.88,0.5582648001563714,0.33973519984362865,0.671467354369942,0.22653264563005804
Portugal,PRT,235,2017,0.898,6.88,0.575606038848903,0.322393961151097,0.6632572014223717,0.23474279857762836
Panama,PAN,95,2017,0.736,5.0,0.5272890368393066,0.20871096316069337,0.5001189130884474,0.23588108691155263
Brazil,BRA,140,2017,0.774,5.0,0.5778749234561251,0.1961250765438749,0.5315679292127722,0.24243207078722784
Georgia,GEO,372,2017,0.669,5.0,0.48134998992943157,0.18765001007056847,0.4203233690579461,0.24867663094205394
Slovenia,SVN,349,2017,0.84,6.25,0.536562573034298,0.303437426965702,0.5894210718331424,0.25057892816685756
Croatia,HRV,344,2017,0.739,5.0,0.4977068680710637,0.2412931319289363,0.4866163413035518,0.2523836586964482
Bosnia and Herzegovina,BIH,346,2017,0.541,3.75,0.5198643598949513,0.02113564010504876,0.28459824911961573,0.2564017508803843
Estonia,EST,366,2017,0.907,6.88,0.5287682565430394,0.37823174345696065,0.6376197864642767,0.2693802135357233
Lithuania,LTU,368,2017,0.808,6.25,0.5198643598949513,0.2881356401050488,0.5319576224307189,0.2760423775692812
Senegal,SEN,433,2017,0.701,6.25,0.4315905948653487,0.2694094051346513,0.422360319617035,0.27863968038296494
Namibia,NAM,565,2017,0.709,5.63,0.5131696790048454,0.19583032099515452,0.41666171853668865,0.2923382814633113
Slovakia,SVK,317,2017,0.835,5.63,0.5806636928347852,0.2543363071652147,0.5405003013692049,0.29449969863079506
South Africa,ZAF,560,2017,0.738,5.0,0.4145183606949222,0.3234816393050778,0.4240584097278933,0.31394159027210666
Belgium,BEL,211,2017,0.9,6.88,0.4457377463514464,0.4542622536485536,0.5511699778177483,0.3488300221822517
Peru,PER,135,2017,0.789,5.0,0.45256457014111706,0.336435429858883,0.41808902771362627,0.37091097228637376
Suriname,SUR,115,2017,0.748,5.0,0.5198643598949513,0.22813564010504872,0.35560854339062964,0.39239145660937036
Trinidad and Tobago,TTO,52,2017,0.791,5.0,0.5565982224159123,0.23440177758408776,0.3486593332915079,0.44234066670849215
Taiwan,TWN,713,2017,0.845,5.63,0.5198643598949513,0.3251356401050487,0.3992744315848733,0.44572556841512667
France,FRA,220,2017,0.886,5.63,0.5198643598949513,0.36613564010504873,0.36562260702259997,0.5203773929774
Eritrea,ERI,531,2018,0.068,6.88,0.5198643598949513,-0.4518643598949513,0.6605622646210031,-0.5925622646210031
Uganda,UGA,500,2018,0.283,6.88,0.5877072902860407,-0.30470729028604077,0.7888836919654675,-0.5058836919654675
China,CHN,710,2018,0.076,6.25,0.4109421319035737,-0.3349421319035737,0.49480722508191277,-0.41880722508191276
North Korea,PRK,731,2018,0.085,1.25,0.536562573034298,-0.451562573034298,0.47009228252028684,-0.3850922825202868
Qatar,QAT,694,2018,0.042,5.63,0.45052708077298736,-0.4085270807729874,0.41475730425815005,-0.37275730425815007
Nicaragua,NIC,93,2018,0.221,5.63,0.536562573034298,-0.315562573034298,0.5646990770484657,-0.3436990770484657
Tajikistan,TJK,702,2018,0.164,6.25,0.5190522331738318,-0.3550522331738317,0.5018496373729957,-0.33784963737299567
Vietnam,VNM,816,2018,0.161,5.63,0.529028210152383,-0.36802821015238296,0.4945737347055607,-0.33357373470556073
Zambia,ZMB,551,2018,0.37,6.88,0.6055607613089266,-0.23556076130892656,0.7001006946598245,-0.3301006946598245
Venezuela,VEN,101,2018,0.213,4.38,0.5131696790048454,-0.3001696790048455,0.5259709753997266,-0.3129709753997266
Iran,IRN,630,2018,0.182,3.13,0.536562573034298,-0.354562573034298,0.48551409661918205,-0.30351409661918205
Sudan,SDN,625,2018,0.227,5.0,0.600502754283133,-0.37350275428313306,0.5300140784237268,-0.30301407842372685
Azerbaijan,AZE,373,2018,0.192,3.75,0.5534697883559451,-0.36146978835594507,0.4911029002302562,-0.2991029002302562
Ethiopia,ETH,530,2018,0.271,5.0,0.5506433682946531,-0.2796433682946531,0.5519531626938959,-0.2809531626938959
Morocco,MAR,600,2018,0.262,5.63,0.505560533031579,-0.24356053303157899,0.5388766940993243,-0.27687669409932425
Saudi Arabia,SAU,670,2018,0.015,3.13,0.5076331236176064,-0.49263312361760636,0.28337301653190405,-0.26837301653190404
Belarus,BLR,370,2018,0.252,5.63,0.5198643598949513,-0.2678643598949513,0.5103590552568558,-0.25835905525685576
Thailand,THA,800,2018,0.17,5.0,0.5131696790048454,-0.3431696790048454,0.39583576094319345,-0.22583576094319344
Djibouti,DJI,522,2018,0.25,5.63,0.6465062205093413,-0.39650622050934126,0.4737898627732053,-0.22378986277320528
Cambodia,KHM,811,2018,0.211,5.63,0.44913650842618574,-0.23813650842618575,0.43034547701707204,-0.21934547701707205
United Arab Emirates,ARE,696,2018,0.096,5.0,0.49369134245911395,-0.397691342459114,0.3075078400099317,-0.2115078400099317
Eswatini,SWZ,572,2018,0.132,5.63,0.32931693881537794,-0.19731693881537793,0.34243369563526216,-0.21043369563526215
Republic of the Congo,COG,484,2018,0.258,3.75,0.4521627684722196,-0.19416276847221958,0.4655514053334028,-0.20755140533340277
Angola,AGO,540,2018,0.35,5.0,0.536562573034298,-0.18656257303429802,0.5512011968686011,-0.20120119686860116
Zimbabwe,ZWE,552,2018,0.313,5.63,0.4815826589019136,-0.1685826589019136,0.5091967780938698,-0.19619677809386976
Türkiye,TUR,640,2018,0.295,5.0,0.5673823213399471,-0.27238232133994716,0.4810596400526922,-0.1860596400526922
Haiti,HTI,41,2018,0.429,6.25,0.5615309152131269,-0.13253091521312693,0.6045676647789392,-0.1755676647789392
Ukraine,UKR,369,2018,0.43,6.25,0.536562573034298,-0.106562573034298,0.5979323569405538,-0.1679323569405538
Honduras,HND,91,2018,0.361,4.38,0.5298648468969588,-0.1688648468969588,0.5239512006127276,-0.1629512006127276
Democratic Republic of the Congo,COD,490,2018,0.306,3.13,0.5099538336109287,-0.20395383361092873,0.45760298540125866,-0.15160298540125866
Equatorial Guinea,GNQ,411,2018,0.177,4.38,0.42759217616821266,-0.25059217616821267,0.3204004486611087,-0.14340044866110874
Chad,TCD,483,2018,0.267,3.75,0.536562573034298,-0.269562573034298,0.40851232100669044,-0.14151232100669042
Mozambique,MOZ,541,2018,0.4,5.0,0.5790278919901722,-0.17902789199017222,0.5376207823868753,-0.13762078238687525
Singapore,SGP,830,2018,0.409,6.25,0.6312328601034839,-0.22223286010348392,0.5437273210266295,-0.1347273210266295
Algeria,DZA,615,2018,0.305,5.0,0.529028210152383,-0.224028210152383,0.4371278871333525,-0.1321278871333525
Laos,LAO,812,2018,0.125,5.0,0.3482328282409753,-0.2232328282409753,0.255302948353292,-0.13030294835329198
Uzbekistan,UZB,704,2018,0.189,5.0,0.5198643598949513,-0.3308643598949513,0.31541761121181033,-0.12641761121181033
Mauritius,MUS,590,2018,0.739,8.75,0.6436802502732739,0.09531974972672608,0.8624082352486748,-0.12340823524867484
Bangladesh,BGD,771,2018,0.252,4.38,0.5198643598949513,-0.2678643598949513,0.3742511826349353,-0.12225118263493528
Comoros,COM,581,2018,0.367,3.75,0.529028210152383,-0.162028210152383,0.4887932703587201,-0.12179327035872012
Bahrain,BHR,692,2018,0.13,4.38,0.31178527363854225,-0.18178527363854224,0.24814529551858172,-0.11814529551858172
Cameroon,CMR,471,2018,0.293,4.38,0.4972212287268836,-0.20422122872688364,0.4089568892121078,-0.11595688921210784
Kazakhstan,KAZ,705,2018,0.232,4.38,0.4627319305328965,-0.2307319305328965,0.3442959086383539,-0.1122959086383539
Afghanistan,AFG,700,2018,0.33,2.5,0.5198643598949513,-0.18986435989495126,0.43996000338043834,-0.10996000338043832
Central African Republic,CAF,482,2018,0.406,1.88,0.536562573034298,-0.13056257303429797,0.5138636706077455,-0.10786367060774549
Mauritania,MRT,435,2018,0.391,3.13,0.529028210152383,-0.13802821015238298,0.4961670648371512,-0.10516706483715116
Kyrgyzstan,KGZ,703,2018,0.467,4.38,0.5198643598949513,-0.05286435989495125,0.5707914999824559,-0.1037914999824559
Libya,LBY,620,2018,0.268,5.0,0.5198643598949513,-0.25186435989495126,0.3715171345276713,-0.1035171345276713
Israel,ISR,666,2018,0.705,7.5,0.5572508471328796,0.14774915286712031,0.8079513325457113,-0.10295133254571132
Cuba,CUB,40,2018,0.177,4.38,0.4238393009673007,-0.24683930096730072,0.2708632114164002,-0.0938632114164002
Oman,OMN,698,2018,0.176,4.38,0.4476671978889216,-0.27166719788892163,0.2642117652928585,-0.08821176529285851
Rwanda,RWA,517,2018,0.226,4.38,0.340360379511874,-0.11436037951187397,0.307984415144564,-0.08198441514456398
Botswana,BWA,571,2018,0.672,7.5,0.5198643598949513,0.15213564010504876,0.7521196622514406,-0.08011966225144052
Egypt,EGY,651,2018,0.176,3.75,0.36518715582486805,-0.18918715582486806,0.2553448947816186,-0.0793448947816186
Togo,TGO,461,2018,0.428,5.0,0.5293717055794569,-0.1013717055794569,0.48748212577566225,-0.05948212577566225
Guinea,GIN,438,2018,0.373,4.38,0.47994807244198023,-0.10694807244198024,0.43128566797634027,-0.05828566797634027
Jordan,JOR,663,2018,0.261,4.38,0.5970294180610816,-0.33602941806108155,0.3189342436012732,-0.057934243601273194
Sierra Leone,SLE,451,2018,0.548,6.25,0.536562573034298,0.011437426965702047,0.5979323569405538,-0.04993235694055376
Montenegro,MNE,341,2018,0.482,4.38,0.5948271593045672,-0.11282715930456721,0.531656030602639,-0.04965603060263901
Armenia,ARM,371,2018,0.524,2.5,0.5854925689438496,-0.06149256894384958,0.5697484467289894,-0.04574844672898937
Fiji,FJI,950,2018,0.403,5.63,0.4452739370355229,-0.0422739370355229,0.4460702328355973,-0.0430702328355973
Kenya,KEN,501,2018,0.496,5.63,0.5198643598949513,-0.02386435989495128,0.5359121904697707,-0.03991219046977068
Moldova,MDA,359,2018,0.506,4.38,0.5198643598949513,-0.013864359894951273,0.5406586553865617,-0.034658655386561654
Malawi,MWI,553,2018,0.528,6.25,0.5174454134628738,0.010554586537126265,0.5607647488511041,-0.03276474885110403
Papua New Guinea,PNG,910,2018,0.457,5.63,0.5190465941164792,-0.062046594116479226,0.48309471974428814,-0.02609471974428812
Malaysia,MYS,820,2018,0.444,6.25,0.42229739290108437,0.02170260709891564,0.46729471800382255,-0.023294718003822545
Philippines,PHL,840,2018,0.45,4.38,0.5531108193381219,-0.10311081933812188,0.46987207054854374,-0.01987207054854373
Albania,ALB,339,2018,0.524,5.0,0.536562573034298,-0.012562573034297975,0.543336734365824,-0.01933673436582395
Malta,MLT,338,2018,0.754,8.75,0.5198643598949513,0.23413564010504873,0.771317202480557,-0.017317202480557015
Timor-Leste,TLS,860,2018,0.689,6.88,0.5198643598949513,0.16913564010504867,0.7047071364134156,-0.0157071364134157
Tanzania,TZA,510,2018,0.385,5.63,0.5080501106477744,-0.12305011064777438,0.3983638124726779,-0.013363812472677872
Hungary,HUN,310,2018,0.481,6.25,0.5190522331738318,-0.03805223317383177,0.48793722638136117,-0.006937226381361183
Burma/Myanmar,MMR,775,2018,0.397,5.63,0.5155844735296894,-0.11858447352968937,0.40371419728373237,-0.006714197283732348
The Gambia,GMB,420,2018,0.538,5.63,0.5988665107208152,-0.06086651072081517,0.5433759979918742,-0.00537599799187416
Russia,RUS,365,2018,0.264,2.5,0.5873053814153478,-0.3233053814153478,0.2665780218272028,-0.002578021827202792
Gabon,GAB,481,2018,0.386,5.0,0.5131696790048454,-0.12716967900484544,0.38314808205247664,0.0028519179475233747
Mali,MLI,432,2018,0.518,5.63,0.5290455917960128,-0.011045591796012832,0.5150313502217612,0.002968649778238852
Iraq,IRQ,645,2018,0.398,5.0,0.434508660401123,-0.036508660401122994,0.3905197009037993,0.007480299096200738
United States of America,USA,2,2018,0.824,7.5,0.7040158778708955,0.11998412212910448,0.8164116997531305,0.007588300246869406
Lebanon,LBN,660,2018,0.44,5.63,0.662538339249234,-0.222538339249234,0.4205748838581949,0.019425116141805088
Kuwait,KWT,690,2018,0.32,4.38,0.5080501106477744,-0.18805011064777438,0.2921831458285029,0.027816854171497096
North Macedonia,MKD,343,2018,0.575,3.75,0.5992678650584516,-0.024267865058451688,0.5290027369426895,0.045997263057310445
Spain,ESP,230,2018,0.851,7.5,0.5874993559998767,0.2635006440001233,0.8039315124255775,0.0470684875744225
Bolivia,BOL,145,2018,0.593,3.75,0.536562573034298,0.056437426965701976,0.5351313852060966,0.05786861479390337
Nigeria,NGA,475,2018,0.555,3.75,0.6079611572177348,-0.052961157217734756,0.4943150486612979,0.060684951338702164
Paraguay,PRY,150,2018,0.583,4.38,0.5066378776465069,0.07636212235349304,0.5219680830430529,0.061031916956947097
Chile,CHL,155,2018,0.87,8.13,0.5714538413414393,0.2985461586585607,0.8049156881962899,0.0650843118037101
Cape Verde,CPV,402,2018,0.783,6.88,0.5198643598949513,0.26313564010504875,0.7170507887210009,0.06594921127899911
Netherlands,NLD,210,2018,0.876,8.13,0.6385686387755483,0.23743136122445174,0.8092645981234549,0.06673540187654514
Guinea-Bissau,GNB,404,2018,0.51,3.13,0.529028210152383,-0.019028210152382985,0.442104088228231,0.06789591177176901
Japan,JPN,740,2018,0.832,7.5,0.5198643598949513,0.3121356401050487,0.7637480475201548,0.06825195247984517
Sweden,SWE,380,2018,0.908,10.0,0.5545431164348003,0.3534568835651998,0.8396865630724247,0.0683134369275753
Madagascar,MDG,580,2018,0.481,5.63,0.38269269422592045,0.09830730577407953,0.41113838077513576,0.06986161922486422
India,IND,750,2018,0.482,5.63,0.4064385979001624,0.07556140209983758,0.40858627627238103,0.07341372372761895
Pakistan,PAK,770,2018,0.395,2.5,0.4096168752887126,-0.014616875288712583,0.31412960601055195,0.08087039398944806
Iceland,ISL,395,2018,0.875,10.0,0.48272976220018615,0.39227023779981385,0.7925665283306074,0.08243347166939263
Benin,BEN,434,2018,0.606,5.63,0.5131696790048454,0.09283032099515454,0.5189863501802574,0.08701364981974258
Ivory Coast,CIV,437,2018,0.54,5.63,0.4032588700020793,0.13674112999792076,0.4520998188070894,0.08790018119291065
Bhutan,BTN,760,2018,0.579,4.38,0.5198643598949513,0.05913564010504868,0.4850127094840729,0.09398729051592708
Canada,CAN,20,2018,0.84,8.75,0.5080501106477744,0.3319498893522256,0.7450710460616803,0.09492895393831968
Costa Rica,CRI,94,2018,0.89,7.5,0.5582648001563714,0.33173519984362865,0.7912259628989535,0.09877403710104649
Colombia,COL,100,2018,0.666,5.63,0.6168123488145469,0.049187651185453096,0.5616026292591435,0.10439737074085653
Lesotho,LSO,570,2018,0.601,5.63,0.5937431603323873,0.007256839667612702,0.4913807648120999,0.10961923518790007
Denmark,DNK,390,2018,0.918,9.38,0.6289549377272677,0.2890450622727323,0.8082181808686784,0.10978181913132168
Liberia,LBR,450,2018,0.621,5.63,0.5198643598949513,0.10113564010504872,0.5097343554395711,0.11126564456042887
South Korea,KOR,732,2018,0.857,7.5,0.529028210152383,0.327971789847617,0.7450885438201708,0.11191145617982923
Uruguay,URY,165,2018,0.896,7.5,0.5131696790048454,0.38283032099515457,0.7835815526259071,0.1124184473740929
El Salvador,SLV,92,2018,0.631,3.75,0.5131696790048454,0.11783032099515456,0.5176746485070454,0.11332535149295464
Australia,AUS,900,2018,0.86,8.75,0.5497295609201298,0.3102704390798702,0.7456156935878736,0.11438430641212638
Finland,FIN,375,2018,0.884,8.75,0.529028210152383,0.354971789847617,0.7671971966440395,0.1168028033559605
Nepal,NPL,790,2018,0.633,5.63,0.49959399006812416,0.13340600993187585,0.512521944757831,0.12047805524216904
New Zealand,NZL,920,2018,0.888,8.13,0.4987835985188692,0.3892164014811308,0.766743425757946,0.12125657424205405
Dominican Republic,DOM,42,2018,0.573,5.0,0.4155619309712243,0.15743806902877566,0.4474389029595319,0.12556109704046803
Guatemala,GTM,90,2018,0.602,4.38,0.5068262315159098,0.0951737684840902,0.47556196847794086,0.12643803152205912
Latvia,LVA,367,2018,0.832,6.88,0.6558071807931382,0.1761928192068618,0.6988780576247714,0.13312194237522856
Luxembourg,LUX,212,2018,0.874,8.75,0.35896062292412634,0.5150393770758737,0.7384877270546982,0.13551227294530177
Switzerland,CHE,225,2018,0.902,9.38,0.536562573034298,0.36543742696570203,0.7645654821082445,0.13743451789175554
Poland,POL,290,2018,0.694,4.38,0.5933017818231201,0.10069821817687985,0.5564277399981902,0.13757226000180978
Burkina Faso,BFA,439,2018,0.666,5.63,0.5597580373939004,0.10624196260609964,0.5194553409272638,0.14654465907273628
Austria,AUT,305,2018,0.851,6.88,0.5198643598949513,0.3311356401050487,0.7009935738197014,0.15000642618029858
Niger,NER,436,2018,0.53,4.38,0.42555869557712006,0.10444130442287997,0.37709868544665215,0.15290131455334788
Sri Lanka,LKA,780,2018,0.612,6.25,0.5080501106477744,0.1039498893522256,0.45629507825065485,0.15570492174934514
Ireland,IRL,205,2018,0.89,10.0,0.5080501106477744,0.3819498893522256,0.7316149885570263,0.15838501144297368
Bulgaria,BGR,355,2018,0.612,4.38,0.545389815994511,0.06661018400548901,0.4469423656572562,0.1650576343427438
Czechia,CZE,316,2018,0.81,6.88,0.549841564862796,0.26015843513720405,0.6441828009468336,0.1658171990531665
Indonesia,IDN,850,2018,0.599,5.63,0.5246202255661777,0.07437977443382227,0.4329639059309678,0.1660360940690322
Mongolia,MNG,712,2018,0.653,5.0,0.5616266021965172,0.09137339780348286,0.4847268920241448,0.1682731079758552
Argentina,ARG,160,2018,0.78,6.25,0.650744153943499,0.12925584605650098,0.6090616558367248,0.17093834416327525
Romania,ROU,360,2018,0.692,4.38,0.536562573034298,0.15543742696570195,0.5179425897039315,0.17405741029606847
Mexico,MEX,70,2018,0.675,3.13,0.47286844361202757,0.20213155638797248,0.4980169178165704,0.17698308218342962
Cyprus,CYP,352,2018,0.836,6.88,0.5288781372901814,0.30712186270981856,0.6577669369613574,0.17823306303864261
Ecuador,ECU,130,2018,0.641,4.38,0.5067661566645679,0.1342338433354321,0.457567369176913,0.18343263082308703
Guyana,GUY,110,2018,0.664,5.0,0.529028210152383,0.13497178984761704,0.46983170201524216,0.19416829798475788
Ghana,GHA,452,2018,0.735,6.25,0.46373832279598115,0.27126167720401884,0.535140214642085,0.19985978535791493
Greece,GRC,350,2018,0.859,6.88,0.545753980800654,0.313246019199346,0.6558091851268292,0.2031908148731708
Brazil,BRA,140,2018,0.749,5.0,0.5778749234561251,0.17112507654387488,0.5315679292127722,0.21743207078722782
Bosnia and Herzegovina,BIH,346,2018,0.513,3.75,0.5198643598949513,-0.006864359894951266,0.28459824911961573,0.22840175088038428
Panama,PAN,95,2018,0.732,5.0,0.5272890368393066,0.20471096316069337,0.5001189130884474,0.23188108691155263
Portugal,PRT,235,2018,0.899,6.88,0.575606038848903,0.323393961151097,0.6632572014223717,0.23574279857762837
Slovenia,SVN,349,2018,0.83,6.25,0.536562573034298,0.29343742696570196,0.5894210718331424,0.24057892816685755
Croatia,HRV,344,2018,0.729,5.0,0.4977068680710637,0.2312931319289363,0.4866163413035518,0.24238365869644818
Namibia,NAM,565,2018,0.682,5.63,0.5131696790048454,0.1688303209951546,0.41666171853668865,0.2653382814633114
Senegal,SEN,433,2018,0.688,6.25,0.4315905948653487,0.25640940513465127,0.422360319617035,0.2656396803829649
Georgia,GEO,372,2018,0.663,4.38,0.48134998992943157,0.18165001007056847,0.3963041557255094,0.2666958442744906
Estonia,EST,366,2018,0.906,6.88,0.5287682565430394,0.37723174345696064,0.6376197864642767,0.2683802135357233
Slovakia,SVK,317,2018,0.814,5.63,0.5806636928347852,0.2333363071652147,0.5405003013692049,0.27349969863079504
Lithuania,LTU,368,2018,0.818,6.25,0.5198643598949513,0.29813564010504867,0.5319576224307189,0.2860423775692811
Italy,ITA,325,2018,0.864,6.88,0.4270184372413013,0.4369815627586987,0.5650522045773192,0.2989477954226808
South Africa,ZAF,560,2018,0.747,5.0,0.4145183606949222,0.3324816393050778,0.4240584097278933,0.32294159027210667
Belgium,BEL,211,2018,0.9,6.88,0.4457377463514464,0.4542622536485536,0.5511699778177483,0.3488300221822517
Peru,PER,135,2018,0.81,5.63,0.45256457014111706,0.357435429858883,0.42227243904520817,0.3877275609547919
Suriname,SUR,115,2018,0.748,5.0,0.5198643598949513,0.22813564010504872,0.35560854339062964,0.39239145660937036
Jamaica,JAM,51,2018,0.807,6.25,0.5076331236176064,0.2993668763823937,0.40070692444815925,0.4062930755518408
Trinidad and Tobago,TTO,52,2018,0.784,5.63,0.5565982224159123,0.22740177758408775,0.367724686640215,0.416275313359785
